Date,Flow,Hour,Line
2020-07-10,14.025686,23,B1
2020-07-10,-45.851983,23,B10
2020-07-10,-81.891529,23,B11
2020-07-10,-108.88139,23,B12-1
2020-07-10,-85.037755,23,B13-2
2020-07-10,-65.418855,23,B14
2020-07-10,-89.441022,23,B15
2020-07-10,-112.25456,23,B16
2020-07-10,-136.27673,23,B17
2020-07-10,-51.86065,23,B18
2020-07-10,-125.81277,23,B19
2020-07-10,-41.541091,23,B2
2020-07-10,-9.82186,23,B20
2020-07-10,-215.89589,23,B21
2020-07-10,-235.29255,23,B22
2020-07-10,-252.90842,23,B23
2020-07-10,23.228477,23,B24
2020-07-10,-108.40849,23,B25-1
2020-07-10,-108.40849,23,B25-2
2020-07-10,114.42801,23,B26
2020-07-10,-174.34766,23,B27
2020-07-10,34.154498,23,B28
2020-07-10,61.56321,23,B29
2020-07-10,56.623624,23,B3
2020-07-10,-63.062201,23,B30
2020-07-10,-78.297912,23,B31-1
2020-07-10,-78.297912,23,B31-2
2020-07-10,-42.212218,23,B32-1
2020-07-10,-42.212218,23,B32-2
2020-07-10,-84.140681,23,B33-1
2020-07-10,-84.140681,23,B33-2
2020-07-10,-80.112799,23,B34
2020-07-10,28.631859,23,B4
2020-07-10,43.246,23,B5
2020-07-10,88.517577,23,B6
2020-07-10,-114.42801,23,B7
2020-07-10,-19.847926,23,B8
2020-07-10,10.109235,23,B9
2020-07-10,13.868356,23,C1
2020-07-10,-85.866658,23,C10
2020-07-10,-68.301418,23,C11
2020-07-10,-90.321969,23,C12-1
2020-07-10,-71.415789,23,C13-2
2020-07-10,-106.73316,23,C14
2020-07-10,-143.86456,23,C15
2020-07-10,-143.8703,23,C16
2020-07-10,-181.0017,23,C17
2020-07-10,-186.5422,23,C18
2020-07-10,-64.061271,23,C19
2020-07-10,-50.63664,23,C2
2020-07-10,-121.56225,23,C20
2020-07-10,-203.30401,23,C21
2020-07-10,-159.60346,23,C22
2020-07-10,-170.06507,23,C23
2020-07-10,-93.014348,23,C24
2020-07-10,-112.91578,23,C25-1
2020-07-10,-112.91578,23,C25-2
2020-07-10,145.63351,23,C26
2020-07-10,-77.426991,23,C27
2020-07-10,-116.29356,23,C28
2020-07-10,-3.703903,23,C29
2020-07-10,-22.244141,23,C3
2020-07-10,-68.756421,23,C30
2020-07-10,-72.564342,23,C31-1
2020-07-10,-72.564342,23,C31-2
2020-07-10,-107.59701,23,C32-1
2020-07-10,-107.59701,23,C32-2
2020-07-10,-142.56733,23,C33-1
2020-07-10,-142.56733,23,C33-2
2020-07-10,-77.660245,23,C34
2020-07-10,-184.64214,23,C35
2020-07-10,-27.578829,23,C4
2020-07-10,-11.554715,23,C5
2020-07-10,2.54283,23,C6
2020-07-10,-145.63351,23,C7
2020-07-10,-68.013269,23,C8
2020-07-10,-61.039347,23,C9
2020-07-10,-184.64214,23,CA-1
2020-07-10,-40.530197,23,CB-1
2020-07-10,3.172018,24,A1
2020-07-10,-11.128914,24,A10
2020-07-10,50.848949,24,A11
2020-07-10,-19.185648,24,A12-1
2020-07-10,-12.55671,24,A13-2
2020-07-10,-23.195992,24,A14
2020-07-10,-28.597006,24,A15
2020-07-10,-36.21712,24,A16
2020-07-10,-41.618134,24,A17
2020-07-10,29.258144,24,A18
2020-07-10,-88.671256,24,A19
2020-07-10,22.339313,24,A2
2020-07-10,38.709919,24,A20
2020-07-10,-108.92506,24,A21
2020-07-10,-142.80238,24,A22
2020-07-10,-182.37134,24,A23
2020-07-10,58.563965,24,A24
2020-07-10,-93.081839,24,A25-1
2020-07-10,-93.081839,24,A25-2
2020-07-10,98.491851,24,A26
2020-07-10,-144.047,24,A27
2020-07-10,126.94061,24,A28
2020-07-10,-101.20783,24,A29
2020-07-10,74.325737,24,A3
2020-07-10,-42.839165,24,A30
2020-07-10,-15.171767,24,A31-1
2020-07-10,-15.171767,24,A31-2
2020-07-10,19.759703,24,A32-1
2020-07-10,19.759703,24,A32-2
2020-07-10,-11.151663,24,A33-1
2020-07-10,-11.151663,24,A33-2
2020-07-10,-39.510835,24,A34
2020-07-10,53.764239,24,A4
2020-07-10,54.557739,24,A5
2020-07-10,33.892946,24,A6
2020-07-10,-98.491851,24,A7
2020-07-10,18.022972,24,A8
2020-07-10,40.03344,24,A9
2020-07-10,120.47729,24,AB1
2020-07-10,82.778064,24,AB2
2020-07-10,199.96924,24,AB3
2020-07-10,6.086769,24,B1
2020-07-10,-41.82202,24,B10
2020-07-10,-75.883739,24,B11
2020-07-10,-100.47314,24,B12-1
2020-07-10,-79.219552,24,B13-2
2020-07-10,-60.476256,24,B14
2020-07-10,-85.665119,24,B15
2020-07-10,-102.22438,24,B16
2020-07-10,-127.41324,24,B17
2020-07-10,-52.975806,24,B18
2020-07-10,-109.72483,24,B19
2020-07-10,-35.018197,24,B2
2020-07-10,-8.895298,24,B20
2020-07-10,-204.18306,24,B21
2020-07-10,-222.74463,24,B22
2020-07-10,-227.49639,24,B23
2020-07-10,-4.486936,24,B24
2020-07-10,-83.035166,24,B25-1
2020-07-10,-83.035166,24,B25-2
2020-07-10,101.44417,24,B26
2020-07-10,-144.54462,24,B27
2020-07-10,6.854301,24,B28
2020-07-10,88.656319,24,B29
2020-07-10,52.884545,24,B3
2020-07-10,-33.231705,24,B30
2020-07-10,-56.748981,24,B31-1
2020-07-10,-56.748981,24,B31-2
2020-07-10,-51.512677,24,B32-1
2020-07-10,-51.512677,24,B32-2
2020-07-10,-90.365151,24,B33-1
2020-07-10,-90.365151,24,B33-2
2020-07-10,-47.868295,24,B34
2020-07-10,27.861499,24,B4
2020-07-10,40.739489,24,B5
2020-07-10,77.630677,24,B6
2020-07-10,-101.44417,24,B7
2020-07-10,-17.061675,24,B8
2020-07-10,9.782581,24,B9
2020-07-10,13.201966,24,C1
2020-07-10,-75.465133,24,C10
2020-07-10,-60.532335,24,C11
2020-07-10,-80.340871,24,C12-1
2020-07-10,-62.999697,24,C13-2
2020-07-10,-93.718456,24,C14
2020-07-10,-124.14551,24,C15
2020-07-10,-127.78148,24,C16
2020-07-10,-158.20853,24,C17
2020-07-10,-152.77443,24,C18
2020-07-10,-68.725502,24,C19
2020-07-10,-46.789532,24,C2
2020-07-10,-99.527082,24,C20
2020-07-10,-182.82696,24,C21
2020-07-10,-148.93006,24,C22
2020-07-10,-162.67168,24,C23
2020-07-10,-75.718904,24,C24
2020-07-10,-106.25151,24,C25-1
2020-07-10,-106.25151,24,C25-2
2020-07-10,134.71191,24,C26
2020-07-10,-81.205791,24,C27
2020-07-10,-81.610666,24,C28
2020-07-10,-14.512668,24,C29
2020-07-10,-18.712371,24,C3
2020-07-10,-61.901456,24,C30
2020-07-10,-61.714403,24,C31-1
2020-07-10,-61.714403,24,C31-2
2020-07-10,-84.630743,24,C32-1
2020-07-10,-84.630743,24,C32-2
2020-07-10,-115.6233,24,C33-1
2020-07-10,-115.6233,24,C33-2
2020-07-10,-68.998544,24,C34
2020-07-10,-223.00362,24,C35
2020-07-10,-24.165173,24,C4
2020-07-10,-9.605952,24,C5
2020-07-10,6.289153,24,C6
2020-07-10,-134.71191,24,C7
2020-07-10,-60.000315,24,C8
2020-07-10,-53.094737,24,C9
2020-07-10,-223.00362,24,CA-1
2020-07-10,-52.342002,24,CB-1
2020-07-11,1.873534,1,A1
2020-07-11,-6.712613,1,A10
2020-07-11,50.347548,1,A11
2020-07-11,-16.158069,1,A12-1
2020-07-11,-10.890901,1,A13-2
2020-07-11,-18.204154,1,A14
2020-07-11,-24.104747,1,A15
2020-07-11,-28.550378,1,A16
2020-07-11,-34.450971,1,A17
2020-07-11,32.931091,1,A18
2020-07-11,-79.685624,1,A19
2020-07-11,26.247706,1,A2
2020-07-11,43.257129,1,A20
2020-07-11,-101.81285,1,A21
2020-07-11,-137.38148,1,A22
2020-07-11,-167.4922,1,A23
2020-07-11,44.986165,1,A24
2020-07-11,-75.553932,1,A25-1
2020-07-11,-75.553932,1,A25-2
2020-07-11,86.643942,1,A26
2020-07-11,-124.51194,1,A27
2020-07-11,111.74478,1,A28
2020-07-11,-84.531225,1,A29
2020-07-11,74.996748,1,A3
2020-07-11,-39.980715,1,A30
2020-07-11,-1.77538,1,A31-1
2020-07-11,-1.77538,1,A31-2
2020-07-11,14.911076,1,A32-1
2020-07-11,14.911076,1,A32-2
2020-07-11,-14.056042,1,A33-1
2020-07-11,-14.056042,1,A33-2
2020-07-11,-43.652618,1,A34
2020-07-11,55.127733,1,A4
2020-07-11,54.842513,1,A5
2020-07-11,31.421628,1,A6
2020-07-11,-86.643942,1,A7
2020-07-11,21.634502,1,A8
2020-07-11,42.861352,1,A9
2020-07-11,124.77605,1,AB1
2020-07-11,93.627722,1,AB2
2020-07-11,206.69359,1,AB3
2020-07-11,-2.752482,1,B1
2020-07-11,-37.570459,1,B10
2020-07-11,-69.951231,1,B11
2020-07-11,-93.269202,1,B12-1
2020-07-11,-72.375313,1,B13-2
2020-07-11,-54.072923,1,B14
2020-07-11,-73.136604,1,B15
2020-07-11,-95.11449,1,B16
2020-07-11,-114.17817,1,B17
2020-07-11,-40.776121,1,B18
2020-07-11,-108.41129,1,B19
2020-07-11,-37.19471,1,B2
2020-07-11,-7.41468,1,B20
2020-07-11,-179.9001,1,B21
2020-07-11,-196.48741,1,B22
2020-07-11,-216.9756,1,B23
2020-07-11,10.735635,1,B24
2020-07-11,-79.663155,1,B25-1
2020-07-11,-79.663155,1,B25-2
2020-07-11,92.722076,1,B26
2020-07-11,-148.51721,1,B27
2020-07-11,41.316254,1,B28
2020-07-11,81.407332,1,B29
2020-07-11,49.509328,1,B3
2020-07-11,-23.230943,1,B30
2020-07-11,-52.471373,1,B31-1
2020-07-11,-52.471373,1,B31-2
2020-07-11,-29.986564,1,B32-1
2020-07-11,-29.986564,1,B32-2
2020-07-11,-65.801594,1,B33-1
2020-07-11,-65.801594,1,B33-2
2020-07-11,-32.569057,1,B34
2020-07-11,25.828883,1,B4
2020-07-11,38.53648,1,B5
2020-07-11,79.573644,1,B6
2020-07-11,-92.722076,1,B7
2020-07-11,-15.582246,1,B8
2020-07-11,9.777029,1,B9
2020-07-11,12.585923,1,C1
2020-07-11,-68.888088,1,C10
2020-07-11,-55.522242,1,C11
2020-07-11,-73.843105,1,C12-1
2020-07-11,-57.633565,1,C13-2
2020-07-11,-86.754308,1,C14
2020-07-11,-110.87929,1,C15
2020-07-11,-118.59448,1,C16
2020-07-11,-142.71946,1,C17
2020-07-11,-138.90659,1,C18
2020-07-11,-66.442199,1,C19
2020-07-11,-43.916185,1,C2
2020-07-11,-96.687862,1,C20
2020-07-11,-156.91089,1,C21
2020-07-11,-121.6016,1,C22
2020-07-11,-152.61272,1,C23
2020-07-11,-61.540966,1,C24
2020-07-11,-102.49296,1,C25-1
2020-07-11,-102.49296,1,C25-2
2020-07-11,125.72247,1,C26
2020-07-11,-91.340963,1,C27
2020-07-11,-43.230515,1,C28
2020-07-11,-27.61918,1,C29
2020-07-11,-16.640955,1,C3
2020-07-11,-58.446783,1,C30
2020-07-11,-46.708651,1,C31-1
2020-07-11,-46.708651,1,C31-2
2020-07-11,-61.813361,1,C32-1
2020-07-11,-61.813361,1,C32-2
2020-07-11,-90.240749,1,C33-1
2020-07-11,-90.240749,1,C33-2
2020-07-11,-66.703217,1,C34
2020-07-11,-288.99399,1,C35
2020-07-11,-22.019449,1,C4
2020-07-11,-8.479888,1,C5
2020-07-11,7.879259,1,C6
2020-07-11,-125.72247,1,C7
2020-07-11,-54.888616,1,C8
2020-07-11,-48.177589,1,C9
2020-07-11,-288.99399,1,CA-1
2020-07-11,-82.11313,1,CB-1
2020-07-11,2.673034,2,A1
2020-07-11,-1.977248,2,A10
2020-07-11,20.135483,2,A11
2020-07-11,-29.225262,2,A12-1
2020-07-11,-23.93215,2,A13-2
2020-07-11,-19.898719,2,A14
2020-07-11,-21.729741,2,A15
2020-07-11,-30.295903,2,A16
2020-07-11,-32.126925,2,A17
2020-07-11,36.128906,2,A18
2020-07-11,-86.323528,2,A19
2020-07-11,25.538979,2,A2
2020-07-11,39.333194,2,A20
2020-07-11,-93.18986,2,A21
2020-07-11,-125.60241,2,A22
2020-07-11,-169.47453,2,A23
2020-07-11,76.195006,2,A24
2020-07-11,-88.607542,2,A25-1
2020-07-11,-88.607542,2,A25-2
2020-07-11,89.149624,2,A26
2020-07-11,-149.91496,2,A27
2020-07-11,137.77409,2,A28
2020-07-11,-107.2566,2,A29
2020-07-11,77.497739,2,A3
2020-07-11,-42.658357,2,A30
2020-07-11,-9.142435,2,A31-1
2020-07-11,-9.142435,2,A31-2
2020-07-11,30.097531,2,A32-1
2020-07-11,30.097531,2,A32-2
2020-07-11,2.666272,2,A33-1
2020-07-11,2.666272,2,A33-2
2020-07-11,-40.291643,2,A34
2020-07-11,56.783355,2,A4
2020-07-11,56.314176,2,A5
2020-07-11,37.538187,2,A6
2020-07-11,-89.149624,2,A7
2020-07-11,25.065963,2,A8
2020-07-11,47.066186,2,A9
2020-07-11,96.28784,2,AB1
2020-07-11,87.481954,2,AB2
2020-07-11,190.54027,2,AB3
2020-07-11,-13.596875,2,B1
2020-07-11,-37.071278,2,B10
2020-07-11,-65.398337,2,B11
2020-07-11,-86.529671,2,B12-1
2020-07-11,-68.333592,2,B13-2
2020-07-11,-53.880388,2,B14
2020-07-11,-76.658807,2,B15
2020-07-11,-89.622686,2,B16
2020-07-11,-112.40111,2,B17
2020-07-11,-48.667023,2,B18
2020-07-11,-94.836051,2,B19
2020-07-11,-30.531028,2,B2
2020-07-11,-8.80479,2,B20
2020-07-11,-180.25512,2,B21
2020-07-11,-196.11629,2,B22
2020-07-11,-196.33427,2,B23
2020-07-11,-5.213478,2,B24
2020-07-11,-67.994303,2,B25-1
2020-07-11,-67.994303,2,B25-2
2020-07-11,91.708855,2,B26
2020-07-11,-126.92104,2,B27
2020-07-11,-2.945382,2,B28
2020-07-11,85.990016,2,B29
2020-07-11,42.54874,2,B3
2020-07-11,-22.370779,2,B30
2020-07-11,-44.115577,2,B31-1
2020-07-11,-44.115577,2,B31-2
2020-07-11,-48.821087,2,B32-1
2020-07-11,-48.821087,2,B32-2
2020-07-11,-82.305036,2,B33-1
2020-07-11,-82.305036,2,B33-2
2020-07-11,-35.379221,2,B34
2020-07-11,22.971902,2,B4
2020-07-11,34.082113,2,B5
2020-07-11,63.292061,2,B6
2020-07-11,-91.708855,2,B7
2020-07-11,-15.743913,2,B8
2020-07-11,5.402484,2,B9
2020-07-11,11.466343,2,C1
2020-07-11,-64.292132,2,C10
2020-07-11,-51.686851,2,C11
2020-07-11,-68.678585,2,C12-1
2020-07-11,-53.715879,2,C13-2
2020-07-11,-81.348239,2,C14
2020-07-11,-103.61698,2,C15
2020-07-11,-110.73927,2,C16
2020-07-11,-133.00801,2,C17
2020-07-11,-133.60034,2,C18
2020-07-11,-58.487164,2,C19
2020-07-11,-40.374137,2,C2
2020-07-11,-94.630048,2,C20
2020-07-11,-141.99494,2,C21
2020-07-11,-106.10652,2,C22
2020-07-11,-138.70516,2,C23
2020-07-11,-59.300749,2,C24
2020-07-11,-93.694848,2,C25-1
2020-07-11,-93.694848,2,C25-2
2020-07-11,115.61259,2,C26
2020-07-11,-76.435049,2,C27
2020-07-11,-38.920338,2,C28
2020-07-11,-16.401676,2,C29
2020-07-11,-15.749646,2,C3
2020-07-11,-54.55004,2,C30
2020-07-11,-52.538465,2,C31-1
2020-07-11,-52.538465,2,C31-2
2020-07-11,-56.881449,2,C32-1
2020-07-11,-56.881449,2,C32-2
2020-07-11,-83.345117,2,C33-1
2020-07-11,-83.345117,2,C33-2
2020-07-11,-60.766627,2,C34
2020-07-11,-244.79169,2,C35
2020-07-11,-20.585815,2,C4
2020-07-11,-8.056838,2,C5
2020-07-11,6.234388,2,C6
2020-07-11,-115.61259,2,C7
2020-07-11,-51.184431,2,C8
2020-07-11,-45.107777,2,C9
2020-07-11,-244.79169,2,CA-1
2020-07-11,-49.018517,2,CB-1
2020-07-11,2.645424,3,A1
2020-07-11,0.509844,3,A10
2020-07-11,19.902537,3,A11
2020-07-11,-27.969474,3,A12-1
2020-07-11,-22.966167,3,A13-2
2020-07-11,-17.527017,3,A14
2020-07-11,-17.018626,3,A15
2020-07-11,-27.354941,3,A16
2020-07-11,-26.84655,3,A17
2020-07-11,43.030482,3,A18
2020-07-11,-87.91244,3,A19
2020-07-11,26.16712,3,A2
2020-07-11,42.140798,3,A20
2020-07-11,-86.005973,3,A21
2020-07-11,-119.14181,3,A22
2020-07-11,-168.27856,3,A23
2020-07-11,83.781643,3,A24
2020-07-11,-89.230852,3,A25-1
2020-07-11,-89.230852,3,A25-2
2020-07-11,87.360163,3,A26
2020-07-11,-154.30354,3,A27
2020-07-11,152.38079,3,A28
2020-07-11,-109.89559,3,A29
2020-07-11,78.447554,3,A3
2020-07-11,-44.407944,3,A30
2020-07-11,-9.468052,3,A31-1
2020-07-11,-9.468052,3,A31-2
2020-07-11,38.700012,3,A32-1
2020-07-11,38.700012,3,A32-2
2020-07-11,12.187477,3,A33-1
2020-07-11,12.187477,3,A33-2
2020-07-11,-42.325389,3,A34
2020-07-11,57.613383,3,A4
2020-07-11,56.848981,3,A5
2020-07-11,38.960779,3,A6
2020-07-11,-87.360163,3,A7
2020-07-11,26.958265,3,A8
2020-07-11,49.035211,3,A9
2020-07-11,98.315169,3,AB1
2020-07-11,94.534629,3,AB2
2020-07-11,192.22717,3,AB3
2020-07-11,-13.963031,3,B1
2020-07-11,-32.830041,3,B10
2020-07-11,-62.193964,3,B11
2020-07-11,-82.405153,3,B12-1
2020-07-11,-64.870155,3,B13-2
2020-07-11,-49.088831,3,B14
2020-07-11,-68.146095,3,B15
2020-07-11,-83.532577,3,B16
2020-07-11,-102.58984,3,B17
2020-07-11,-40.21185,3,B18
2020-07-11,-92.409558,3,B19
2020-07-11,-28.932422,3,B2
2020-07-11,-6.861638,3,B20
2020-07-11,-163.8743,3,B21
2020-07-11,-178.92469,3,B22
2020-07-11,-188.93459,3,B23
2020-07-11,5.682932,3,B24
2020-07-11,-62.685951,3,B25-1
2020-07-11,-62.685951,3,B25-2
2020-07-11,84.899705,3,B26
2020-07-11,-127.97055,3,B27
2020-07-11,18.963716,3,B28
2020-07-11,85.663486,3,B29
2020-07-11,43.926535,3,B3
2020-07-11,-21.406863,3,B30
2020-07-11,-40.010618,3,B31-1
2020-07-11,-40.010618,3,B31-2
2020-07-11,-35.546572,3,B32-1
2020-07-11,-35.546572,3,B32-2
2020-07-11,-67.389882,3,B33-1
2020-07-11,-67.389882,3,B33-2
2020-07-11,-35.393137,3,B34
2020-07-11,24.33746,3,B4
2020-07-11,34.836992,3,B5
2020-07-11,64.723143,3,B6
2020-07-11,-84.899705,3,B7
2020-07-11,-12.481367,3,B8
2020-07-11,8.600364,3,B9
2020-07-11,10.003117,3,C1
2020-07-11,-61.147553,3,C10
2020-07-11,-48.71815,3,C11
2020-07-11,-64.493279,3,C12-1
2020-07-11,-50.871301,3,C13-2
2020-07-11,-77.087724,3,C14
2020-07-11,-100.80019,3,C15
2020-07-11,-103.84518,3,C16
2020-07-11,-127.55765,3,C17
2020-07-11,-134.64042,3,C18
2020-07-11,-46.292481,3,C19
2020-07-11,-36.383851,3,C2
2020-07-11,-93.14361,3,C20
2020-07-11,-135.21423,3,C21
2020-07-11,-99.366512,3,C22
2020-07-11,-121.90305,3,C23
2020-07-11,-75.975192,3,C24
2020-07-11,-75.420287,3,C25-1
2020-07-11,-75.420287,3,C25-2
2020-07-11,103.26654,3,C26
2020-07-11,-52.937186,3,C27
2020-07-11,-59.915577,3,C28
2020-07-11,4.00303,3,C29
2020-07-11,-15.711748,3,C3
2020-07-11,-51.365216,3,C30
2020-07-11,-41.680438,3,C31-1
2020-07-11,-41.680438,3,C31-2
2020-07-11,-65.229729,3,C32-1
2020-07-11,-65.229729,3,C32-2
2020-07-11,-90.173422,3,C33-1
2020-07-11,-90.173422,3,C33-2
2020-07-11,-64.201451,3,C34
2020-07-11,-244.92758,3,C35
2020-07-11,-19.659962,3,C4
2020-07-11,-8.142205,3,C5
2020-07-11,2.320216,3,C6
2020-07-11,-103.26654,3,C7
2020-07-11,-48.501107,3,C8
2020-07-11,-43.383658,3,C9
2020-07-11,-244.92758,3,CA-1
2020-07-11,-42.421246,3,CB-1
2020-07-11,17.256178,4,A1
2020-07-11,-4.647586,4,A10
2020-07-11,26.731678,4,A11
2020-07-11,-23.553224,4,A12-1
2020-07-11,-18.297986,4,A13-2
2020-07-11,-18.976153,4,A14
2020-07-11,-20.387771,4,A15
2020-07-11,-29.298943,4,A16
2020-07-11,-30.710561,4,A17
2020-07-11,33.507341,4,A18
2020-07-11,-81.782437,4,A19
2020-07-11,21.807754,4,A2
2020-07-11,35.977672,4,A20
2020-07-11,-87.076004,4,A21
2020-07-11,-116.93449,4,A22
2020-07-11,-159.58992,4,A23
2020-07-11,66.407583,4,A24
2020-07-11,-92.566212,4,A25-1
2020-07-11,-92.566212,4,A25-2
2020-07-11,84.585804,4,A26
2020-07-11,-140.78608,4,A27
2020-07-11,131.49679,4,A28
2020-07-11,-91.777975,4,A29
2020-07-11,69.62056,4,A3
2020-07-11,-49.008104,4,A30
2020-07-11,-27.667062,4,A31-1
2020-07-11,-27.667062,4,A31-2
2020-07-11,29.451602,4,A32-1
2020-07-11,29.451602,4,A32-2
2020-07-11,3.783153,4,A33-1
2020-07-11,3.783153,4,A33-2
2020-07-11,-46.20023,4,A34
2020-07-11,49.854566,4,A4
2020-07-11,49.897869,4,A5
2020-07-11,34.201044,4,A6
2020-07-11,-84.585804,4,A7
2020-07-11,20.175422,4,A8
2020-07-11,41.144624,4,A9
2020-07-11,93.134632,4,AB1
2020-07-11,80.136081,4,AB2
2020-07-11,176.55581,4,AB3
2020-07-11,-21.934351,4,B1
2020-07-11,-33.7011,4,B10
2020-07-11,-60.054988,4,B11
2020-07-11,-79.630961,4,B12-1
2020-07-11,-62.579251,4,B13-2
2020-07-11,-48.782007,4,B14
2020-07-11,-69.499701,4,B15
2020-07-11,-82.276436,4,B16
2020-07-11,-102.99413,4,B17
2020-07-11,-44.096375,4,B18
2020-07-11,-86.962068,4,B19
2020-07-11,-29.443292,4,B2
2020-07-11,-7.84041,4,B20
2020-07-11,-164.65342,4,B21
2020-07-11,-179.25336,4,B22
2020-07-11,-180.16741,4,B23
2020-07-11,-2.554041,4,B24
2020-07-11,-62.100855,4,B25-1
2020-07-11,-62.100855,4,B25-2
2020-07-11,82.542381,4,B26
2020-07-11,-118.26761,4,B27
2020-07-11,-1.058823,4,B28
2020-07-11,79.824413,4,B29
2020-07-11,38.806799,4,B3
2020-07-11,-21.536215,4,B30
2020-07-11,-40.081038,4,B31-1
2020-07-11,-40.081038,4,B31-2
2020-07-11,-44.009223,4,B32-1
2020-07-11,-44.009223,4,B32-2
2020-07-11,-74.757377,4,B33-1
2020-07-11,-74.757377,4,B33-2
2020-07-11,-34.363785,4,B34
2020-07-11,21.224251,4,B4
2020-07-11,31.638727,4,B5
2020-07-11,59.754539,4,B6
2020-07-11,-82.542381,4,B7
2020-07-11,-14.328302,4,B8
2020-07-11,4.695566,4,B9
2020-07-11,9.891324,4,C1
2020-07-11,-58.919004,4,C10
2020-07-11,-47.066688,4,C11
2020-07-11,-62.376393,4,C12-1
2020-07-11,-49.077523,4,C13-2
2020-07-11,-74.809494,4,C14
2020-07-11,-96.032362,4,C15
2020-07-11,-100.93227,4,C16
2020-07-11,-122.15514,4,C17
2020-07-11,-129.33414,4,C18
2020-07-11,-46.407624,4,C19
2020-07-11,-35.623963,4,C2
2020-07-11,-92.194127,4,C20
2020-07-11,-125.99338,4,C21
2020-07-11,-89.609649,4,C22
2020-07-11,-119.45512,4,C23
2020-07-11,-67.846962,4,C24
2020-07-11,-76.276254,4,C25-1
2020-07-11,-76.276254,4,C25-2
2020-07-11,101.03835,4,C26
2020-07-11,-57.173634,4,C27
2020-07-11,-43.781802,4,C28
2020-07-11,6.921107,4,C29
2020-07-11,-14.932979,4,C3
2020-07-11,-58.661408,4,C30
2020-07-11,-45.943042,4,C31-1
2020-07-11,-45.943042,4,C31-2
2020-07-11,-55.967183,4,C32-1
2020-07-11,-55.967183,4,C32-2
2020-07-11,-80.065327,4,C33-1
2020-07-11,-80.065327,4,C33-2
2020-07-11,-74.438592,4,C34
2020-07-11,-205.73368,4,C35
2020-07-11,-18.921978,4,C4
2020-07-11,-7.710448,4,C5
2020-07-11,3.24669,4,C6
2020-07-11,-101.03835,4,C7
2020-07-11,-46.785457,4,C8
2020-07-11,-41.666857,4,C9
2020-07-11,-205.73368,4,CA-1
2020-07-11,-26.578465,4,CB-1
2020-07-11,17.787699,5,A1
2020-07-11,-3.607566,5,A10
2020-07-11,29.111315,5,A11
2020-07-11,-22.155354,5,A12-1
2020-07-11,-16.653089,5,A13-2
2020-07-11,-18.200291,5,A14
2020-07-11,-15.63813,5,A15
2020-07-11,-29.008312,5,A16
2020-07-11,-26.446151,5,A17
2020-07-11,39.655308,5,A18
2020-07-11,-86.863911,5,A19
2020-07-11,20.856464,5,A2
2020-07-11,35.171526,5,A20
2020-07-11,-77.255807,5,A21
2020-07-11,-105.54076,5,A22
2020-07-11,-163.91907,5,A23
2020-07-11,86.192742,5,A24
2020-07-11,-103.35424,5,A25-1
2020-07-11,-103.35424,5,A25-2
2020-07-11,87.606019,5,A26
2020-07-11,-164.89858,5,A27
2020-07-11,163.4964,5,A28
2020-07-11,-101.2159,5,A29
2020-07-11,70.459148,5,A3
2020-07-11,-63.682687,5,A30
2020-07-11,-31.740343,5,A31-1
2020-07-11,-31.740343,5,A31-2
2020-07-11,45.802363,5,A32-1
2020-07-11,45.802363,5,A32-2
2020-07-11,20.382103,5,A33-1
2020-07-11,20.382103,5,A33-2
2020-07-11,-65.35898,5,A34
2020-07-11,50.24963,5,A4
2020-07-11,50.410487,5,A5
2020-07-11,36.968001,5,A6
2020-07-11,-87.606019,5,A7
2020-07-11,20.857454,5,A8
2020-07-11,42.258547,5,A9
2020-07-11,91.239739,5,AB1
2020-07-11,75.111833,5,AB2
2020-07-11,160.96763,5,AB3
2020-07-11,-22.824584,5,B1
2020-07-11,-32.605302,5,B10
2020-07-11,-58.837392,5,B11
2020-07-11,-77.833013,5,B12-1
2020-07-11,-61.493931,5,B13-2
2020-07-11,-47.087857,5,B14
2020-07-11,-69.512843,5,B15
2020-07-11,-79.182484,5,B16
2020-07-11,-101.60747,5,B17
2020-07-11,-46.555629,5,B18
2020-07-11,-79.714712,5,B19
2020-07-11,-27.24284,5,B2
2020-07-11,-7.311905,5,B20
2020-07-11,-163.80841,5,B21
2020-07-11,-178.6028,5,B22
2020-07-11,-171.03034,5,B23
2020-07-11,-3.427302,5,B24
2020-07-11,-60.240008,5,B25-1
2020-07-11,-60.240008,5,B25-2
2020-07-11,77.657524,5,B26
2020-07-11,-109.44481,5,B27
2020-07-11,-19.082754,5,B28
2020-07-11,73.693529,5,B29
2020-07-11,38.515251,5,B3
2020-07-11,-22.170701,5,B30
2020-07-11,-41.524642,5,B31-1
2020-07-11,-41.524642,5,B31-2
2020-07-11,-52.139649,5,B32-1
2020-07-11,-52.139649,5,B32-2
2020-07-11,-82.264393,5,B33-1
2020-07-11,-82.264393,5,B33-2
2020-07-11,-33.529299,5,B34
2020-07-11,21.50782,5,B4
2020-07-11,31.40978,5,B5
2020-07-11,56.928579,5,B6
2020-07-11,-77.657524,5,B7
2020-07-11,-13.323917,5,B8
2020-07-11,5.095612,5,B9
2020-07-11,9.596961,5,C1
2020-07-11,-57.850662,5,C10
2020-07-11,-46.163954,5,C11
2020-07-11,-61.162754,5,C12-1
2020-07-11,-48.153488,5,C13-2
2020-07-11,-73.554976,5,C14
