Date,Dispatch,Dispatch DA,Generator,Headroom,Hour,Unit Cost,Unit Market Revenue,Unit State,Unit Uplift Payment
2020-07-10,30.0,,102_STEAM_4,46.0,2,735.1,,1,
2020-07-10,170.0,,107_CC_1,185.0,2,4772.5,,1,
2020-07-10,0.0,,113_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,113_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,113_CT_3,0.0,2,0.0,,0,
2020-07-10,0.0,,113_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,115_STEAM_1,0.0,2,0.0,,0,
2020-07-10,0.0,,115_STEAM_2,0.0,2,0.0,,0,
2020-07-10,62.0,,115_STEAM_3,93.0,2,1500.2,,1,
2020-07-10,62.0,,116_STEAM_1,93.0,2,1735.07,,1,
2020-07-10,170.0,,118_CC_1,185.0,2,4795.62,,1,
2020-07-10,400.0,,121_NUCLEAR_1,0.0,2,3241.4,,1,
2020-07-10,0.0,,123_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,123_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,123_CT_5,0.0,2,0.0,,0,
2020-07-10,62.0,,123_STEAM_2,93.0,2,1437.42,,1,
2020-07-10,140.0,,123_STEAM_3,210.0,2,3582.87,,1,
2020-07-10,0.0,,201_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,201_CT_2,0.0,2,0.0,,0,
2020-07-10,30.0,,201_STEAM_3,46.0,2,823.76,,1,
2020-07-10,0.0,,202_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,202_CT_2,0.0,2,0.0,,0,
2020-07-10,30.0,,202_STEAM_3,46.0,2,751.27,,1,
2020-07-10,30.0,,202_STEAM_4,46.0,2,751.27,,1,
2020-07-10,0.0,,207_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,207_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,213_CC_3,0.0,2,0.0,,0,
2020-07-10,0.0,,213_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,213_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,215_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,215_CT_5,0.0,2,0.0,,0,
2020-07-10,62.0,,216_STEAM_1,93.0,2,1426.14,,1,
2020-07-10,0.0,,218_CC_1,0.0,2,0.0,,0,
2020-07-10,170.0,,221_CC_1,185.0,2,4551.12,,1,
2020-07-10,0.0,,223_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,223_CT_5,0.0,2,0.0,,0,
2020-07-10,0.0,,223_CT_6,0.0,2,0.0,,0,
2020-07-10,62.0,,223_STEAM_1,93.0,2,1423.0,,1,
2020-07-10,62.0,,223_STEAM_2,93.0,2,1423.0,,1,
2020-07-10,140.0,,223_STEAM_3,210.0,2,3323.32,,1,
2020-07-10,0.0,,301_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,301_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,301_CT_3,0.0,2,0.0,,0,
2020-07-10,0.0,,301_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,302_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,302_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,302_CT_3,0.0,2,0.0,,0,
2020-07-10,0.0,,302_CT_4,0.0,2,0.0,,0,
2020-07-10,0.0,,307_CT_1,0.0,2,0.0,,0,
2020-07-10,0.0,,307_CT_2,0.0,2,0.0,,0,
2020-07-10,0.0,,313_CC_1,0.0,2,0.0,,0,
2020-07-10,0.0,,315_CT_6,0.0,2,0.0,,0,
2020-07-10,0.0,,315_CT_7,0.0,2,0.0,,0,
2020-07-10,0.0,,315_CT_8,0.0,2,0.0,,0,
2020-07-10,0.0,,315_STEAM_1,0.0,2,0.0,,0,
2020-07-10,0.0,,315_STEAM_2,0.0,2,0.0,,0,
2020-07-10,0.0,,315_STEAM_3,0.0,2,0.0,,0,
2020-07-10,0.0,,315_STEAM_4,0.0,2,0.0,,0,
2020-07-10,0.0,,315_STEAM_5,0.0,2,0.0,,0,
2020-07-10,62.0,,316_STEAM_1,93.0,2,1552.62,,1,
2020-07-10,0.0,,318_CC_1,0.0,2,0.0,,0,
2020-07-10,170.0,,321_CC_1,185.0,2,4775.8,,1,
2020-07-10,0.0,,322_CT_5,0.0,2,0.0,,0,
2020-07-10,0.0,,322_CT_6,0.0,2,0.0,,0,
2020-07-10,0.0,,323_CC_1,0.0,2,0.0,,0,
2020-07-10,0.0,,323_CC_2,0.0,2,0.0,,0,
2020-07-10,0.0,,101_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,101_CT_2,0.0,3,0.0,,0,
2020-07-10,30.0,,101_STEAM_3,46.0,3,841.58,,1,
2020-07-10,30.0,,101_STEAM_4,46.0,3,841.58,,1,
2020-07-10,0.0,,102_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,102_CT_2,0.0,3,0.0,,0,
2020-07-10,30.0,,102_STEAM_3,46.0,3,735.1,,1,
2020-07-10,30.0,,102_STEAM_4,46.0,3,735.1,,1,
2020-07-10,170.0,,107_CC_1,185.0,3,4772.5,,1,
2020-07-10,0.0,,113_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,113_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,113_CT_3,0.0,3,0.0,,0,
2020-07-10,0.0,,113_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,115_STEAM_1,0.0,3,0.0,,0,
2020-07-10,0.0,,115_STEAM_2,0.0,3,0.0,,0,
2020-07-10,62.0,,115_STEAM_3,93.0,3,1500.2,,1,
2020-07-10,62.0,,116_STEAM_1,93.0,3,1735.07,,1,
2020-07-10,170.0,,118_CC_1,185.0,3,4795.62,,1,
2020-07-10,396.0,,121_NUCLEAR_1,4.0,3,3208.99,,1,
2020-07-10,0.0,,123_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,123_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,123_CT_5,0.0,3,0.0,,0,
2020-07-10,62.0,,123_STEAM_2,93.0,3,1437.42,,1,
2020-07-10,140.0,,123_STEAM_3,210.0,3,3582.87,,1,
2020-07-10,0.0,,201_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,201_CT_2,0.0,3,0.0,,0,
2020-07-10,30.0,,201_STEAM_3,46.0,3,823.76,,1,
2020-07-10,0.0,,202_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,202_CT_2,0.0,3,0.0,,0,
2020-07-10,30.0,,202_STEAM_3,46.0,3,751.27,,1,
2020-07-10,30.0,,202_STEAM_4,46.0,3,751.27,,1,
2020-07-10,0.0,,207_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,207_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,213_CC_3,0.0,3,0.0,,0,
2020-07-10,0.0,,213_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,213_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,215_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,215_CT_5,0.0,3,0.0,,0,
2020-07-10,62.0,,216_STEAM_1,93.0,3,1426.14,,1,
2020-07-10,0.0,,218_CC_1,0.0,3,0.0,,0,
2020-07-10,170.0,,221_CC_1,185.0,3,4551.12,,1,
2020-07-10,0.0,,223_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,223_CT_5,0.0,3,0.0,,0,
2020-07-10,0.0,,223_CT_6,0.0,3,0.0,,0,
2020-07-10,62.0,,223_STEAM_1,93.0,3,1423.0,,1,
2020-07-10,62.0,,223_STEAM_2,93.0,3,1423.0,,1,
2020-07-10,140.0,,223_STEAM_3,210.0,3,3323.32,,1,
2020-07-10,0.0,,301_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,301_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,301_CT_3,0.0,3,0.0,,0,
2020-07-10,0.0,,301_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,302_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,302_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,302_CT_3,0.0,3,0.0,,0,
2020-07-10,0.0,,302_CT_4,0.0,3,0.0,,0,
2020-07-10,0.0,,307_CT_1,0.0,3,0.0,,0,
2020-07-10,0.0,,307_CT_2,0.0,3,0.0,,0,
2020-07-10,0.0,,313_CC_1,0.0,3,0.0,,0,
2020-07-10,0.0,,315_CT_6,0.0,3,0.0,,0,
2020-07-10,0.0,,315_CT_7,0.0,3,0.0,,0,
2020-07-10,0.0,,315_CT_8,0.0,3,0.0,,0,
2020-07-10,0.0,,315_STEAM_1,0.0,3,0.0,,0,
2020-07-10,0.0,,315_STEAM_2,0.0,3,0.0,,0,
2020-07-10,0.0,,315_STEAM_3,0.0,3,0.0,,0,
2020-07-10,0.0,,315_STEAM_4,0.0,3,0.0,,0,
2020-07-10,0.0,,315_STEAM_5,0.0,3,0.0,,0,
2020-07-10,62.0,,316_STEAM_1,93.0,3,1552.62,,1,
2020-07-10,0.0,,318_CC_1,0.0,3,0.0,,0,
2020-07-10,170.0,,321_CC_1,185.0,3,4775.8,,1,
2020-07-10,0.0,,322_CT_5,0.0,3,0.0,,0,
2020-07-10,0.0,,322_CT_6,0.0,3,0.0,,0,
2020-07-10,0.0,,323_CC_1,0.0,3,0.0,,0,
2020-07-10,0.0,,323_CC_2,0.0,3,0.0,,0,
2020-07-10,0.0,,101_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,101_CT_2,0.0,4,0.0,,0,
2020-07-10,76.0,,101_STEAM_3,0.0,4,1596.57,,1,
2020-07-10,76.0,,101_STEAM_4,0.0,4,1596.57,,1,
2020-07-10,0.0,,102_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,102_CT_2,0.0,4,0.0,,0,
2020-07-10,45.3,,102_STEAM_3,30.7,4,1017.59,,1,
2020-07-10,45.3,,102_STEAM_4,30.7,4,1017.59,,1,
2020-07-10,170.0,,107_CC_1,185.0,4,4772.5,,1,
2020-07-10,0.0,,113_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,113_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,113_CT_3,0.0,4,0.0,,0,
2020-07-10,0.0,,113_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,115_STEAM_1,0.0,4,0.0,,0,
2020-07-10,0.0,,115_STEAM_2,0.0,4,0.0,,0,
2020-07-10,62.0,,115_STEAM_3,93.0,4,1500.2,,1,
2020-07-10,93.0,,116_STEAM_1,62.0,4,2345.32,,1,
2020-07-10,170.0,,118_CC_1,185.0,4,4795.62,,1,
2020-07-10,400.0,,121_NUCLEAR_1,0.0,4,3241.4,,1,
2020-07-10,0.0,,123_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,123_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,123_CT_5,0.0,4,0.0,,0,
2020-07-10,93.0,,123_STEAM_2,62.0,4,2039.74,,1,
2020-07-10,178.328473,,123_STEAM_3,171.671527,4,4348.80978,,1,
2020-07-10,0.0,,201_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,201_CT_2,0.0,4,0.0,,0,
2020-07-10,30.0,,201_STEAM_3,46.0,4,823.76,,1,
2020-07-10,0.0,,202_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,202_CT_2,0.0,4,0.0,,0,
2020-07-10,30.0,,202_STEAM_3,46.0,4,751.27,,1,
2020-07-10,30.0,,202_STEAM_4,46.0,4,751.27,,1,
2020-07-10,0.0,,207_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,207_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,213_CC_3,0.0,4,0.0,,0,
2020-07-10,0.0,,213_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,213_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,215_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,215_CT_5,0.0,4,0.0,,0,
2020-07-10,93.0,,216_STEAM_1,62.0,4,2001.92,,1,
2020-07-10,0.0,,218_CC_1,0.0,4,0.0,,0,
2020-07-10,170.0,,221_CC_1,185.0,4,4551.12,,1,
2020-07-10,0.0,,223_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,223_CT_5,0.0,4,0.0,,0,
2020-07-10,0.0,,223_CT_6,0.0,4,0.0,,0,
2020-07-10,124.0,,223_STEAM_1,31.0,4,2623.44,,1,
2020-07-10,124.0,,223_STEAM_2,31.0,4,2623.44,,1,
2020-07-10,210.0,,223_STEAM_3,140.0,4,4643.59,,1,
2020-07-10,0.0,,301_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,301_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,301_CT_3,0.0,4,0.0,,0,
2020-07-10,0.0,,301_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,302_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,302_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,302_CT_3,0.0,4,0.0,,0,
2020-07-10,0.0,,302_CT_4,0.0,4,0.0,,0,
2020-07-10,0.0,,307_CT_1,0.0,4,0.0,,0,
2020-07-10,0.0,,307_CT_2,0.0,4,0.0,,0,
2020-07-10,0.0,,313_CC_1,0.0,4,0.0,,0,
2020-07-10,0.0,,315_CT_6,0.0,4,0.0,,0,
2020-07-10,0.0,,315_CT_7,0.0,4,0.0,,0,
2020-07-10,0.0,,315_CT_8,0.0,4,0.0,,0,
2020-07-10,0.0,,315_STEAM_1,0.0,4,0.0,,0,
2020-07-10,0.0,,315_STEAM_2,0.0,4,0.0,,0,
2020-07-10,0.0,,315_STEAM_3,0.0,4,0.0,,0,
2020-07-10,0.0,,315_STEAM_4,0.0,4,0.0,,0,
2020-07-10,0.0,,315_STEAM_5,0.0,4,0.0,,0,
2020-07-10,62.0,,316_STEAM_1,93.0,4,1552.62,,1,
2020-07-10,0.0,,318_CC_1,0.0,4,0.0,,0,
2020-07-10,170.0,,321_CC_1,185.0,4,4775.8,,1,
2020-07-10,0.0,,322_CT_5,0.0,4,0.0,,0,
2020-07-10,0.0,,322_CT_6,0.0,4,0.0,,0,
2020-07-10,0.0,,323_CC_1,0.0,4,0.0,,0,
2020-07-10,0.0,,323_CC_2,0.0,4,0.0,,0,
2020-07-10,0.0,,101_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,101_CT_2,0.0,5,0.0,,0,
2020-07-10,76.0,,101_STEAM_3,0.0,5,1596.57,,1,
2020-07-10,76.0,,101_STEAM_4,0.0,5,1596.57,,1,
2020-07-10,0.0,,102_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,102_CT_2,0.0,5,0.0,,0,
2020-07-10,45.3,,102_STEAM_3,30.7,5,1017.59,,1,
2020-07-10,45.3,,102_STEAM_4,30.7,5,1017.59,,1,
2020-07-10,170.0,,107_CC_1,185.0,5,4772.5,,1,
2020-07-10,0.0,,113_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,113_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,113_CT_3,0.0,5,0.0,,0,
2020-07-10,0.0,,113_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,115_STEAM_1,0.0,5,0.0,,0,
2020-07-10,0.0,,115_STEAM_2,0.0,5,0.0,,0,
2020-07-10,62.0,,115_STEAM_3,93.0,5,1500.2,,1,
2020-07-10,62.0,,116_STEAM_1,93.0,5,1735.07,,1,
2020-07-10,170.0,,118_CC_1,185.0,5,4795.62,,1,
2020-07-10,400.0,,121_NUCLEAR_1,0.0,5,3241.4,,1,
2020-07-10,0.0,,123_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,123_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,123_CT_5,0.0,5,0.0,,0,
2020-07-10,62.0,,123_STEAM_2,93.0,5,1437.42,,1,
2020-07-10,140.0,,123_STEAM_3,210.0,5,3582.87,,1,
2020-07-10,0.0,,201_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,201_CT_2,0.0,5,0.0,,0,
2020-07-10,30.0,,201_STEAM_3,46.0,5,823.76,,1,
2020-07-10,0.0,,202_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,202_CT_2,0.0,5,0.0,,0,
2020-07-10,30.0,,202_STEAM_3,46.0,5,751.27,,1,
2020-07-10,30.0,,202_STEAM_4,46.0,5,751.27,,1,
2020-07-10,0.0,,207_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,207_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,213_CC_3,0.0,5,0.0,,0,
2020-07-10,0.0,,213_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,213_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,215_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,215_CT_5,0.0,5,0.0,,0,
2020-07-10,93.0,,216_STEAM_1,62.0,5,2001.92,,1,
2020-07-10,0.0,,218_CC_1,0.0,5,0.0,,0,
2020-07-10,170.0,,221_CC_1,185.0,5,4551.12,,1,
2020-07-10,0.0,,223_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,223_CT_5,0.0,5,0.0,,0,
2020-07-10,0.0,,223_CT_6,0.0,5,0.0,,0,
2020-07-10,68.340071,,223_STEAM_1,86.659929,5,1543.67813,,1,
2020-07-10,93.0,,223_STEAM_2,62.0,5,2013.06,,1,
2020-07-10,210.0,,223_STEAM_3,140.0,5,4643.59,,1,
2020-07-10,0.0,,301_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,301_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,301_CT_3,0.0,5,0.0,,0,
2020-07-10,0.0,,301_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,302_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,302_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,302_CT_3,0.0,5,0.0,,0,
2020-07-10,0.0,,302_CT_4,0.0,5,0.0,,0,
2020-07-10,0.0,,307_CT_1,0.0,5,0.0,,0,
2020-07-10,0.0,,307_CT_2,0.0,5,0.0,,0,
2020-07-10,0.0,,313_CC_1,0.0,5,0.0,,0,
2020-07-10,0.0,,315_CT_6,0.0,5,0.0,,0,
2020-07-10,0.0,,315_CT_7,0.0,5,0.0,,0,
2020-07-10,0.0,,315_CT_8,0.0,5,0.0,,0,
2020-07-10,0.0,,315_STEAM_1,0.0,5,0.0,,0,
2020-07-10,0.0,,315_STEAM_2,0.0,5,0.0,,0,
2020-07-10,0.0,,315_STEAM_3,0.0,5,0.0,,0,
2020-07-10,0.0,,315_STEAM_4,0.0,5,0.0,,0,
2020-07-10,0.0,,315_STEAM_5,0.0,5,0.0,,0,
2020-07-10,62.0,,316_STEAM_1,93.0,5,1552.62,,1,
2020-07-10,0.0,,318_CC_1,0.0,5,0.0,,0,
2020-07-10,170.0,,321_CC_1,185.0,5,4775.8,,1,
2020-07-10,0.0,,322_CT_5,0.0,5,0.0,,0,
2020-07-10,0.0,,322_CT_6,0.0,5,0.0,,0,
2020-07-10,0.0,,323_CC_1,0.0,5,0.0,,0,
2020-07-10,0.0,,323_CC_2,0.0,5,0.0,,0,
2020-07-10,0.0,,101_CT_1,0.0,6,0.0,,0,
2020-07-10,0.0,,101_CT_2,0.0,6,0.0,,0,
2020-07-10,45.3,,101_STEAM_3,30.7,6,1058.71,,1,
2020-07-10,57.740538,,101_STEAM_4,18.259462,6,1269.83563,,1,
2020-07-10,0.0,,102_CT_1,0.0,6,0.0,,0,
2020-07-10,0.0,,102_CT_2,0.0,6,0.0,,0,
2020-07-10,30.0,,102_STEAM_3,46.0,6,735.1,,1,
2020-07-10,30.0,,102_STEAM_4,46.0,6,735.1,,1,
2020-07-10,170.0,,107_CC_1,185.0,6,4772.5,,1,
2020-07-10,0.0,,113_CT_1,0.0,6,0.0,,0,
2020-07-10,0.0,,113_CT_2,0.0,6,0.0,,0,
2020-07-10,0.0,,113_CT_3,0.0,6,0.0,,0,
2020-07-10,0.0,,113_CT_4,0.0,6,0.0,,0,
2020-07-10,0.0,,115_STEAM_1,0.0,6,0.0,,0,
2020-07-10,0.0,,115_STEAM_2,0.0,6,0.0,,0,
2020-07-10,62.0,,115_STEAM_3,93.0,6,1500.2,,1,
2020-07-10,62.0,,116_STEAM_1,93.0,6,1735.07,,1,
2020-07-10,170.0,,118_CC_1,185.0,6,4795.62,,1,
2020-07-10,400.0,,121_NUCLEAR_1,0.0,6,3241.4,,1,
2020-07-10,0.0,,123_CT_1,0.0,6,0.0,,0,
2020-07-10,0.0,,123_CT_4,0.0,6,0.0,,0,
2020-07-10,0.0,,123_CT_5,0.0,6,0.0,,0,
2020-07-10,62.0,,123_STEAM_2,93.0,6,1437.42,,1,
2020-07-10,140.0,,123_STEAM_3,210.0,6,3582.87,,1,
