Curtailment,Date,Generator,Hour,Output,Output DA,Unit Market Revenue,Unit Uplift Payment
0.0,2020-07-11,324_PV_3,2,0.0,,,
0.0,2020-07-11,101_PV_1,3,0.0,,,
0.0,2020-07-11,101_PV_2,3,0.0,,,
0.0,2020-07-11,101_PV_3,3,0.0,,,
0.0,2020-07-11,101_PV_4,3,0.0,,,
0.0,2020-07-11,102_PV_1,3,0.0,,,
0.0,2020-07-11,102_PV_2,3,0.0,,,
0.0,2020-07-11,103_PV_1,3,0.0,,,
0.0,2020-07-11,104_PV_1,3,0.0,,,
0.0,2020-07-11,113_PV_1,3,0.0,,,
0.0,2020-07-11,118_RTPV_1,3,0.0,,,
0.0,2020-07-11,118_RTPV_10,3,0.0,,,
0.0,2020-07-11,118_RTPV_2,3,0.0,,,
0.0,2020-07-11,118_RTPV_3,3,0.0,,,
0.0,2020-07-11,118_RTPV_4,3,0.0,,,
0.0,2020-07-11,118_RTPV_5,3,0.0,,,
0.0,2020-07-11,118_RTPV_6,3,0.0,,,
0.0,2020-07-11,118_RTPV_7,3,0.0,,,
0.0,2020-07-11,118_RTPV_8,3,0.0,,,
0.0,2020-07-11,118_RTPV_9,3,0.0,,,
0.0,2020-07-11,119_PV_1,3,0.0,,,
-0.0,2020-07-11,122_HYDRO_1,3,12.516667,,,
-0.0,2020-07-11,122_HYDRO_2,3,12.516667,,,
-0.0,2020-07-11,122_HYDRO_3,3,12.516667,,,
-0.0,2020-07-11,122_HYDRO_4,3,12.516667,,,
-0.0,2020-07-11,122_HYDRO_5,3,12.516667,,,
-0.0,2020-07-11,122_HYDRO_6,3,12.516667,,,
0.0,2020-07-11,122_WIND_1,3,11.633333,,,
-0.0,2020-07-11,201_HYDRO_4,3,9.466667,,,
0.0,2020-07-11,212_CSP_1,3,0.0,,,
0.0,2020-07-11,213_RTPV_1,3,0.0,,,
-0.0,2020-07-11,215_HYDRO_1,3,9.466667,,,
-0.0,2020-07-11,215_HYDRO_2,3,9.466667,,,
-0.0,2020-07-11,215_HYDRO_3,3,9.466667,,,
0.0,2020-07-11,215_PV_1,3,0.0,,,
-0.0,2020-07-11,222_HYDRO_1,3,9.466667,,,
-0.0,2020-07-11,222_HYDRO_2,3,9.466667,,,
-0.0,2020-07-11,222_HYDRO_3,3,9.466667,,,
-0.0,2020-07-11,222_HYDRO_4,3,9.466667,,,
-0.0,2020-07-11,222_HYDRO_5,3,9.466667,,,
-0.0,2020-07-11,222_HYDRO_6,3,9.466667,,,
-0.0,2020-07-11,303_WIND_1,3,5.591667,,,
0.0,2020-07-11,308_RTPV_1,3,0.0,,,
-0.0,2020-07-11,309_WIND_1,3,0.991667,,,
0.0,2020-07-11,310_PV_1,3,0.0,,,
0.0,2020-07-11,310_PV_2,3,0.0,,,
0.0,2020-07-11,312_PV_1,3,0.0,,,
0.0,2020-07-11,313_PV_1,3,0.0,,,
0.0,2020-07-11,313_PV_2,3,0.0,,,
0.0,2020-07-11,313_RTPV_1,3,0.0,,,
0.0,2020-07-11,313_RTPV_10,3,0.0,,,
0.0,2020-07-11,313_RTPV_11,3,0.0,,,
0.0,2020-07-11,313_RTPV_12,3,0.0,,,
0.0,2020-07-11,313_RTPV_13,3,0.0,,,
0.0,2020-07-11,313_RTPV_2,3,0.0,,,
0.0,2020-07-11,313_RTPV_3,3,0.0,,,
0.0,2020-07-11,313_RTPV_4,3,0.0,,,
0.0,2020-07-11,313_RTPV_5,3,0.0,,,
0.0,2020-07-11,313_RTPV_6,3,0.0,,,
0.0,2020-07-11,313_RTPV_7,3,0.0,,,
0.0,2020-07-11,313_RTPV_8,3,0.0,,,
0.0,2020-07-11,313_RTPV_9,3,0.0,,,
0.0,2020-07-11,314_PV_1,3,0.0,,,
0.0,2020-07-11,314_PV_2,3,0.0,,,
0.0,2020-07-11,314_PV_3,3,0.0,,,
0.0,2020-07-11,314_PV_4,3,0.0,,,
0.0,2020-07-11,317_WIND_1,3,5.575,,,
0.0,2020-07-11,319_PV_1,3,0.0,,,
0.0,2020-07-11,320_PV_1,3,0.0,,,
0.0,2020-07-11,320_RTPV_1,3,0.0,,,
0.0,2020-07-11,320_RTPV_2,3,0.0,,,
0.0,2020-07-11,320_RTPV_3,3,0.0,,,
0.0,2020-07-11,320_RTPV_4,3,0.0,,,
0.0,2020-07-11,320_RTPV_5,3,0.0,,,
0.0,2020-07-11,320_RTPV_6,3,0.0,,,
-0.0,2020-07-11,322_HYDRO_1,3,28.891667,,,
-0.0,2020-07-11,322_HYDRO_2,3,28.891667,,,
-0.0,2020-07-11,322_HYDRO_3,3,28.891667,,,
-0.0,2020-07-11,322_HYDRO_4,3,28.891667,,,
0.0,2020-07-11,324_PV_1,3,0.0,,,
0.0,2020-07-11,324_PV_2,3,0.0,,,
0.0,2020-07-11,324_PV_3,3,0.0,,,
0.0,2020-07-11,101_PV_1,4,0.0,,,
0.0,2020-07-11,101_PV_2,4,0.0,,,
0.0,2020-07-11,101_PV_3,4,0.0,,,
0.0,2020-07-11,101_PV_4,4,0.0,,,
0.0,2020-07-11,102_PV_1,4,0.0,,,
0.0,2020-07-11,102_PV_2,4,0.0,,,
0.0,2020-07-11,103_PV_1,4,0.0,,,
0.0,2020-07-11,104_PV_1,4,0.0,,,
0.0,2020-07-11,113_PV_1,4,0.0,,,
0.0,2020-07-11,118_RTPV_1,4,0.0,,,
0.0,2020-07-11,118_RTPV_10,4,0.0,,,
0.0,2020-07-11,118_RTPV_2,4,0.0,,,
0.0,2020-07-11,118_RTPV_3,4,0.0,,,
0.0,2020-07-11,118_RTPV_4,4,0.0,,,
0.0,2020-07-11,118_RTPV_5,4,0.0,,,
0.0,2020-07-11,118_RTPV_6,4,0.0,,,
0.0,2020-07-11,118_RTPV_7,4,0.0,,,
0.0,2020-07-11,118_RTPV_8,4,0.0,,,
0.0,2020-07-11,118_RTPV_9,4,0.0,,,
0.0,2020-07-11,119_PV_1,4,0.0,,,
0.0,2020-07-11,122_HYDRO_1,4,12.970833,,,
0.0,2020-07-11,122_HYDRO_2,4,12.970833,,,
0.0,2020-07-11,122_HYDRO_3,4,12.970833,,,
0.0,2020-07-11,122_HYDRO_4,4,12.970833,,,
0.0,2020-07-11,122_HYDRO_5,4,12.970833,,,
0.0,2020-07-11,122_HYDRO_6,4,12.970833,,,
0.0,2020-07-11,122_WIND_1,4,17.383333,,,
-0.0,2020-07-11,201_HYDRO_4,4,9.316667,,,
0.0,2020-07-11,212_CSP_1,4,0.0,,,
0.0,2020-07-11,213_RTPV_1,4,0.0,,,
-0.0,2020-07-11,215_HYDRO_1,4,9.316667,,,
-0.0,2020-07-11,215_HYDRO_2,4,9.316667,,,
-0.0,2020-07-11,215_HYDRO_3,4,9.316667,,,
0.0,2020-07-11,215_PV_1,4,0.0,,,
-0.0,2020-07-11,222_HYDRO_1,4,9.316667,,,
-0.0,2020-07-11,222_HYDRO_2,4,9.316667,,,
-0.0,2020-07-11,222_HYDRO_3,4,9.316667,,,
-0.0,2020-07-11,222_HYDRO_4,4,9.316667,,,
-0.0,2020-07-11,222_HYDRO_5,4,9.316667,,,
-0.0,2020-07-11,222_HYDRO_6,4,9.316667,,,
0.0,2020-07-11,303_WIND_1,4,5.608333,,,
0.0,2020-07-11,308_RTPV_1,4,0.0,,,
-0.0,2020-07-11,309_WIND_1,4,0.966667,,,
0.0,2020-07-11,310_PV_1,4,0.0,,,
0.0,2020-07-11,310_PV_2,4,0.0,,,
0.0,2020-07-11,312_PV_1,4,0.0,,,
0.0,2020-07-11,313_PV_1,4,0.0,,,
0.0,2020-07-11,313_PV_2,4,0.0,,,
0.0,2020-07-11,313_RTPV_1,4,0.0,,,
0.0,2020-07-11,313_RTPV_10,4,0.0,,,
0.0,2020-07-11,313_RTPV_11,4,0.0,,,
0.0,2020-07-11,313_RTPV_12,4,0.0,,,
0.0,2020-07-11,313_RTPV_13,4,0.0,,,
0.0,2020-07-11,313_RTPV_2,4,0.0,,,
0.0,2020-07-11,313_RTPV_3,4,0.0,,,
0.0,2020-07-11,313_RTPV_4,4,0.0,,,
0.0,2020-07-11,313_RTPV_5,4,0.0,,,
0.0,2020-07-11,313_RTPV_6,4,0.0,,,
0.0,2020-07-11,313_RTPV_7,4,0.0,,,
0.0,2020-07-11,313_RTPV_8,4,0.0,,,
0.0,2020-07-11,313_RTPV_9,4,0.0,,,
0.0,2020-07-11,314_PV_1,4,0.0,,,
0.0,2020-07-11,314_PV_2,4,0.0,,,
0.0,2020-07-11,314_PV_3,4,0.0,,,
0.0,2020-07-11,314_PV_4,4,0.0,,,
0.0,2020-07-11,317_WIND_1,4,5.433333,,,
0.0,2020-07-11,319_PV_1,4,0.0,,,
0.0,2020-07-11,320_PV_1,4,0.0,,,
0.0,2020-07-11,320_RTPV_1,4,0.0,,,
0.0,2020-07-11,320_RTPV_2,4,0.0,,,
0.0,2020-07-11,320_RTPV_3,4,0.0,,,
0.0,2020-07-11,320_RTPV_4,4,0.0,,,
0.0,2020-07-11,320_RTPV_5,4,0.0,,,
0.0,2020-07-11,320_RTPV_6,4,0.0,,,
0.0,2020-07-11,322_HYDRO_1,4,33.275,,,
0.0,2020-07-11,322_HYDRO_2,4,33.275,,,
0.0,2020-07-11,322_HYDRO_3,4,33.275,,,
0.0,2020-07-11,322_HYDRO_4,4,33.275,,,
0.0,2020-07-11,324_PV_1,4,0.0,,,
0.0,2020-07-11,324_PV_2,4,0.0,,,
0.0,2020-07-11,324_PV_3,4,0.0,,,
0.0,2020-07-11,101_PV_1,5,0.0,,,
0.0,2020-07-11,101_PV_2,5,0.0,,,
0.0,2020-07-11,101_PV_3,5,0.0,,,
0.0,2020-07-11,101_PV_4,5,0.0,,,
0.0,2020-07-11,102_PV_1,5,0.0,,,
0.0,2020-07-11,102_PV_2,5,0.0,,,
0.0,2020-07-11,103_PV_1,5,0.0,,,
0.0,2020-07-11,104_PV_1,5,0.0,,,
0.0,2020-07-11,113_PV_1,5,0.0,,,
0.0,2020-07-11,118_RTPV_1,5,0.0,,,
0.0,2020-07-11,118_RTPV_10,5,0.0,,,
0.0,2020-07-11,118_RTPV_2,5,0.0,,,
0.0,2020-07-11,118_RTPV_3,5,0.0,,,
0.0,2020-07-11,118_RTPV_4,5,0.0,,,
0.0,2020-07-11,118_RTPV_5,5,0.0,,,
0.0,2020-07-11,118_RTPV_6,5,0.0,,,
0.0,2020-07-11,118_RTPV_7,5,0.0,,,
0.0,2020-07-11,118_RTPV_8,5,0.0,,,
0.0,2020-07-11,118_RTPV_9,5,0.0,,,
0.0,2020-07-11,119_PV_1,5,0.0,,,
-0.0,2020-07-11,122_HYDRO_1,5,19.591667,,,
-0.0,2020-07-11,122_HYDRO_2,5,19.591667,,,
-0.0,2020-07-11,122_HYDRO_3,5,19.591667,,,
-0.0,2020-07-11,122_HYDRO_4,5,19.591667,,,
-0.0,2020-07-11,122_HYDRO_5,5,19.591667,,,
-0.0,2020-07-11,122_HYDRO_6,5,19.591667,,,
-0.0,2020-07-11,122_WIND_1,5,11.491667,,,
0.0,2020-07-11,201_HYDRO_4,5,9.283333,,,
0.0,2020-07-11,212_CSP_1,5,0.0,,,
0.0,2020-07-11,213_RTPV_1,5,0.0,,,
0.0,2020-07-11,215_HYDRO_1,5,9.283333,,,
0.0,2020-07-11,215_HYDRO_2,5,9.283333,,,
0.0,2020-07-11,215_HYDRO_3,5,9.283333,,,
0.0,2020-07-11,215_PV_1,5,0.0,,,
0.0,2020-07-11,222_HYDRO_1,5,9.283333,,,
0.0,2020-07-11,222_HYDRO_2,5,9.283333,,,
0.0,2020-07-11,222_HYDRO_3,5,9.283333,,,
0.0,2020-07-11,222_HYDRO_4,5,9.283333,,,
0.0,2020-07-11,222_HYDRO_5,5,9.283333,,,
0.0,2020-07-11,222_HYDRO_6,5,9.283333,,,
0.0,2020-07-11,303_WIND_1,5,5.083333,,,
0.0,2020-07-11,308_RTPV_1,5,0.0,,,
-0.0,2020-07-11,309_WIND_1,5,1.116667,,,
0.0,2020-07-11,310_PV_1,5,0.0,,,
0.0,2020-07-11,310_PV_2,5,0.0,,,
0.0,2020-07-11,312_PV_1,5,0.0,,,
0.0,2020-07-11,313_PV_1,5,0.0,,,
0.0,2020-07-11,313_PV_2,5,0.0,,,
0.0,2020-07-11,313_RTPV_1,5,0.0,,,
0.0,2020-07-11,313_RTPV_10,5,0.0,,,
0.0,2020-07-11,313_RTPV_11,5,0.0,,,
0.0,2020-07-11,313_RTPV_12,5,0.0,,,
0.0,2020-07-11,313_RTPV_13,5,0.0,,,
0.0,2020-07-11,313_RTPV_2,5,0.0,,,
0.0,2020-07-11,313_RTPV_3,5,0.0,,,
0.0,2020-07-11,313_RTPV_4,5,0.0,,,
0.0,2020-07-11,313_RTPV_5,5,0.0,,,
0.0,2020-07-11,313_RTPV_6,5,0.0,,,
0.0,2020-07-11,313_RTPV_7,5,0.0,,,
0.0,2020-07-11,313_RTPV_8,5,0.0,,,
0.0,2020-07-11,313_RTPV_9,5,0.0,,,
0.0,2020-07-11,314_PV_1,5,0.0,,,
0.0,2020-07-11,314_PV_2,5,0.0,,,
0.0,2020-07-11,314_PV_3,5,0.0,,,
0.0,2020-07-11,314_PV_4,5,0.0,,,
0.0,2020-07-11,317_WIND_1,5,5.075,,,
0.0,2020-07-11,319_PV_1,5,0.0,,,
0.0,2020-07-11,320_PV_1,5,0.0,,,
0.0,2020-07-11,320_RTPV_1,5,0.0,,,
0.0,2020-07-11,320_RTPV_2,5,0.0,,,
0.0,2020-07-11,320_RTPV_3,5,0.0,,,
0.0,2020-07-11,320_RTPV_4,5,0.0,,,
0.0,2020-07-11,320_RTPV_5,5,0.0,,,
0.0,2020-07-11,320_RTPV_6,5,0.0,,,
0.0,2020-07-11,322_HYDRO_1,5,34.333333,,,
0.0,2020-07-11,322_HYDRO_2,5,34.333333,,,
0.0,2020-07-11,322_HYDRO_3,5,34.333333,,,
0.0,2020-07-11,322_HYDRO_4,5,34.333333,,,
0.0,2020-07-11,324_PV_1,5,0.0,,,
0.0,2020-07-11,324_PV_2,5,0.0,,,
0.0,2020-07-11,324_PV_3,5,0.0,,,
-0.0,2020-07-11,101_PV_1,6,0.066667,,,
0.0,2020-07-11,101_PV_2,6,0.008333,,,
0.0,2020-07-11,101_PV_3,6,0.008333,,,
-0.0,2020-07-11,101_PV_4,6,0.016667,,,
0.0,2020-07-11,102_PV_1,6,0.05,,,
0.0,2020-07-11,102_PV_2,6,0.05,,,
0.0,2020-07-11,103_PV_1,6,0.0,,,
0.0,2020-07-11,104_PV_1,6,0.033333,,,
0.0,2020-07-11,113_PV_1,6,0.008333,,,
0.0,2020-07-11,118_RTPV_1,6,0.0,,,
0.0,2020-07-11,118_RTPV_10,6,0.0,,,
0.0,2020-07-11,118_RTPV_2,6,0.0,,,
0.0,2020-07-11,118_RTPV_3,6,0.0,,,
0.0,2020-07-11,118_RTPV_4,6,0.0,,,
0.0,2020-07-11,118_RTPV_5,6,0.0,,,
0.0,2020-07-11,118_RTPV_6,6,0.0,,,
0.0,2020-07-11,118_RTPV_7,6,0.0,,,
0.0,2020-07-11,118_RTPV_8,6,0.0,,,
0.0,2020-07-11,118_RTPV_9,6,0.0,,,
0.0,2020-07-11,119_PV_1,6,0.0,,,
0.0,2020-07-11,122_HYDRO_1,6,25.0,,,
0.0,2020-07-11,122_HYDRO_2,6,25.0,,,
0.0,2020-07-11,122_HYDRO_3,6,25.0,,,
0.0,2020-07-11,122_HYDRO_4,6,25.0,,,
0.0,2020-07-11,122_HYDRO_5,6,25.0,,,
0.0,2020-07-11,122_HYDRO_6,6,25.0,,,
-0.0,2020-07-11,122_WIND_1,6,7.016667,,,
0.0,2020-07-11,201_HYDRO_4,6,9.858333,,,
0.0,2020-07-11,212_CSP_1,6,0.0,,,
0.0,2020-07-11,213_RTPV_1,6,0.0,,,
0.0,2020-07-11,215_HYDRO_1,6,9.858333,,,
0.0,2020-07-11,215_HYDRO_2,6,9.858333,,,
0.0,2020-07-11,215_HYDRO_3,6,9.858333,,,
0.0,2020-07-11,215_PV_1,6,0.1,,,
0.0,2020-07-11,222_HYDRO_1,6,9.858333,,,
0.0,2020-07-11,222_HYDRO_2,6,9.858333,,,
0.0,2020-07-11,222_HYDRO_3,6,9.858333,,,
0.0,2020-07-11,222_HYDRO_4,6,9.858333,,,
0.0,2020-07-11,222_HYDRO_5,6,9.858333,,,
0.0,2020-07-11,222_HYDRO_6,6,9.858333,,,
0.0,2020-07-11,303_WIND_1,6,5.45,,,
0.0,2020-07-11,308_RTPV_1,6,0.0,,,
0.0,2020-07-11,309_WIND_1,6,0.925,,,
0.0,2020-07-11,310_PV_1,6,0.0,,,
0.0,2020-07-11,310_PV_2,6,0.0,,,
0.0,2020-07-11,312_PV_1,6,0.0,,,
0.0,2020-07-11,313_PV_1,6,0.0,,,
0.0,2020-07-11,313_PV_2,6,0.0,,,
0.0,2020-07-11,313_RTPV_1,6,0.0,,,
0.0,2020-07-11,313_RTPV_10,6,0.0,,,
0.0,2020-07-11,313_RTPV_11,6,0.0,,,
0.0,2020-07-11,313_RTPV_12,6,0.0,,,
0.0,2020-07-11,313_RTPV_13,6,0.0,,,
0.0,2020-07-11,313_RTPV_2,6,0.0,,,
0.0,2020-07-11,313_RTPV_3,6,0.0,,,
0.0,2020-07-11,313_RTPV_4,6,0.0,,,
0.0,2020-07-11,313_RTPV_5,6,0.0,,,
0.0,2020-07-11,313_RTPV_6,6,0.0,,,
0.0,2020-07-11,313_RTPV_7,6,0.0,,,
0.0,2020-07-11,313_RTPV_8,6,0.0,,,
0.0,2020-07-11,313_RTPV_9,6,0.0,,,
0.0,2020-07-11,314_PV_1,6,0.0,,,
0.0,2020-07-11,314_PV_2,6,0.0,,,
0.0,2020-07-11,314_PV_3,6,0.0,,,
0.0,2020-07-11,314_PV_4,6,0.0,,,
0.0,2020-07-11,317_WIND_1,6,5.433333,,,
0.0,2020-07-11,319_PV_1,6,0.0,,,
0.0,2020-07-11,320_PV_1,6,0.0,,,
0.0,2020-07-11,320_RTPV_1,6,0.0,,,
0.0,2020-07-11,320_RTPV_2,6,0.0,,,
0.0,2020-07-11,320_RTPV_3,6,0.0,,,
0.0,2020-07-11,320_RTPV_4,6,0.0,,,
0.0,2020-07-11,320_RTPV_5,6,0.0,,,
0.0,2020-07-11,320_RTPV_6,6,0.0,,,
-0.0,2020-07-11,322_HYDRO_1,6,33.166667,,,
-0.0,2020-07-11,322_HYDRO_2,6,33.166667,,,
-0.0,2020-07-11,322_HYDRO_3,6,33.166667,,,
-0.0,2020-07-11,322_HYDRO_4,6,33.166667,,,
0.0,2020-07-11,324_PV_1,6,0.0,,,
0.0,2020-07-11,324_PV_2,6,0.0,,,
0.0,2020-07-11,324_PV_3,6,0.0,,,
0.0,2020-07-11,101_PV_1,7,7.258333,,,
0.0,2020-07-11,101_PV_2,7,7.458333,,,
-0.0,2020-07-11,101_PV_3,7,6.766667,,,
0.0,2020-07-11,101_PV_4,7,7.183333,,,
0.0,2020-07-11,102_PV_1,7,7.058333,,,
-0.0,2020-07-11,102_PV_2,7,7.866667,,,
0.0,2020-07-11,103_PV_1,7,0.133333,,,
0.0,2020-07-11,104_PV_1,7,7.15,,,
0.0,2020-07-11,113_PV_1,7,26.55,,,
0.0,2020-07-11,118_RTPV_1,7,0.033333,,,
0.0,2020-07-11,118_RTPV_10,7,0.008333,,,
0.0,2020-07-11,118_RTPV_2,7,0.033333,,,
0.0,2020-07-11,118_RTPV_3,7,0.025,,,
-0.0,2020-07-11,118_RTPV_4,7,0.041667,,,
-0.0,2020-07-11,118_RTPV_5,7,0.016667,,,
-0.0,2020-07-11,118_RTPV_6,7,0.016667,,,
0.0,2020-07-11,118_RTPV_7,7,0.033333,,,
-0.0,2020-07-11,118_RTPV_8,7,0.041667,,,
0.0,2020-07-11,118_RTPV_9,7,0.05,,,
-0.0,2020-07-11,119_PV_1,7,0.116667,,,
-0.0,2020-07-11,122_HYDRO_1,7,24.729167,,,
-0.0,2020-07-11,122_HYDRO_2,7,24.729167,,,
-0.0,2020-07-11,122_HYDRO_3,7,24.729167,,,
-0.0,2020-07-11,122_HYDRO_4,7,24.729167,,,
-0.0,2020-07-11,122_HYDRO_5,7,24.729167,,,
-0.0,2020-07-11,122_HYDRO_6,7,24.729167,,,
0.0,2020-07-11,122_WIND_1,7,5.525,,,
0.0,2020-07-11,201_HYDRO_4,7,14.833333,,,
0.0,2020-07-11,212_CSP_1,7,0.0,,,
0.0,2020-07-11,213_RTPV_1,7,0.308333,,,
0.0,2020-07-11,215_HYDRO_1,7,14.833333,,,
0.0,2020-07-11,215_HYDRO_2,7,14.833333,,,
0.0,2020-07-11,215_HYDRO_3,7,14.833333,,,
0.0,2020-07-11,215_PV_1,7,31.158333,,,
0.0,2020-07-11,222_HYDRO_1,7,14.833333,,,
0.0,2020-07-11,222_HYDRO_2,7,14.833333,,,
0.0,2020-07-11,222_HYDRO_3,7,14.833333,,,
0.0,2020-07-11,222_HYDRO_4,7,14.833333,,,
0.0,2020-07-11,222_HYDRO_5,7,14.833333,,,
0.0,2020-07-11,222_HYDRO_6,7,14.833333,,,
0.0,2020-07-11,303_WIND_1,7,5.183333,,,
0.0,2020-07-11,308_RTPV_1,7,0.375,,,
0.0,2020-07-11,309_WIND_1,7,0.908333,,,
0.0,2020-07-11,310_PV_1,7,8.275,,,
0.0,2020-07-11,310_PV_2,7,7.183333,,,
0.0,2020-07-11,312_PV_1,7,6.433333,,,
0.0,2020-07-11,313_PV_1,7,10.633333,,,
0.0,2020-07-11,313_PV_2,7,8.083333,,,
-0.0,2020-07-11,313_RTPV_1,7,0.516667,,,
0.0,2020-07-11,313_RTPV_10,7,0.433333,,,
-0.0,2020-07-11,313_RTPV_11,7,0.291667,,,
0.0,2020-07-11,313_RTPV_12,7,0.125,,,
0.0,2020-07-11,313_RTPV_13,7,0.183333,,,
0.0,2020-07-11,313_RTPV_2,7,0.333333,,,
-0.0,2020-07-11,313_RTPV_3,7,0.216667,,,
0.0,2020-07-11,313_RTPV_4,7,0.35,,,
0.0,2020-07-11,313_RTPV_5,7,0.325,,,
0.0,2020-07-11,313_RTPV_6,7,0.35,,,
0.0,2020-07-11,313_RTPV_7,7,0.325,,,
0.0,2020-07-11,313_RTPV_8,7,0.333333,,,
0.0,2020-07-11,313_RTPV_9,7,0.358333,,,
-0.0,2020-07-11,314_PV_1,7,9.416667,,,
0.0,2020-07-11,314_PV_2,7,7.85,,,
0.0,2020-07-11,314_PV_3,7,8.033333,,,
0.0,2020-07-11,314_PV_4,7,10.0,,,
-0.0,2020-07-11,317_WIND_1,7,5.241667,,,
0.0,2020-07-11,319_PV_1,7,43.508333,,,
-0.0,2020-07-11,320_PV_1,7,7.641667,,,
0.0,2020-07-11,320_RTPV_1,7,0.125,,,
0.0,2020-07-11,320_RTPV_2,7,0.125,,,
0.0,2020-07-11,320_RTPV_3,7,0.125,,,
0.0,2020-07-11,320_RTPV_4,7,0.125,,,
0.0,2020-07-11,320_RTPV_5,7,0.125,,,
0.0,2020-07-11,320_RTPV_6,7,0.033333,,,
0.0,2020-07-11,322_HYDRO_1,7,31.3375,,,
0.0,2020-07-11,322_HYDRO_2,7,31.3375,,,
0.0,2020-07-11,322_HYDRO_3,7,31.3375,,,
0.0,2020-07-11,322_HYDRO_4,7,31.3375,,,
-0.0,2020-07-11,324_PV_1,7,9.125,,,
0.0,2020-07-11,324_PV_2,7,7.108333,,,
0.0,2020-07-11,324_PV_3,7,8.933333,,,
-0.0,2020-07-11,101_PV_1,8,13.141667,,,
0.0,2020-07-11,101_PV_2,8,13.975,,,
0.0,2020-07-11,101_PV_3,8,11.875,,,
0.0,2020-07-11,101_PV_4,8,13.533333,,,
-0.0,2020-07-11,102_PV_1,8,13.741667,,,
-0.0,2020-07-11,102_PV_2,8,13.991667,,,
0.0,2020-07-11,103_PV_1,8,8.283333,,,
0.0,2020-07-11,104_PV_1,8,12.283333,,,
-0.0,2020-07-11,113_PV_1,8,49.875,,,
0.0,2020-07-11,118_RTPV_1,8,1.4,,,
-0.0,2020-07-11,118_RTPV_10,8,0.641667,,,
0.0,2020-07-11,118_RTPV_2,8,1.308333,,,
0.0,2020-07-11,118_RTPV_3,8,1.325,,,
0.0,2020-07-11,118_RTPV_4,8,1.425,,,
-0.0,2020-07-11,118_RTPV_5,8,1.216667,,,
0.0,2020-07-11,118_RTPV_6,8,1.333333,,,
-0.0,2020-07-11,118_RTPV_7,8,1.291667,,,
-0.0,2020-07-11,118_RTPV_8,8,1.641667,,,
0.0,2020-07-11,118_RTPV_9,8,1.425,,,
0.0,2020-07-11,119_PV_1,8,8.275,,,
-0.0,2020-07-11,122_HYDRO_1,8,25.529167,,,
-0.0,2020-07-11,122_HYDRO_2,8,25.529167,,,
-0.0,2020-07-11,122_HYDRO_3,8,25.529167,,,
-0.0,2020-07-11,122_HYDRO_4,8,25.529167,,,
-0.0,2020-07-11,122_HYDRO_5,8,25.529167,,,
-0.0,2020-07-11,122_HYDRO_6,8,25.529167,,,
-0.0,2020-07-11,122_WIND_1,8,6.666667,,,
-0.0,2020-07-11,201_HYDRO_4,8,23.429167,,,
0.0,2020-07-11,212_CSP_1,8,0.0,,,
0.0,2020-07-11,213_RTPV_1,8,1.233333,,,
-0.0,2020-07-11,215_HYDRO_1,8,23.429167,,,
-0.0,2020-07-11,215_HYDRO_2,8,23.429167,,,
-0.0,2020-07-11,215_HYDRO_3,8,23.429167,,,
-0.0,2020-07-11,215_PV_1,8,59.416667,,,
-0.0,2020-07-11,222_HYDRO_1,8,23.429167,,,
-0.0,2020-07-11,222_HYDRO_2,8,23.429167,,,
-0.0,2020-07-11,222_HYDRO_3,8,23.429167,,,
-0.0,2020-07-11,222_HYDRO_4,8,23.429167,,,
-0.0,2020-07-11,222_HYDRO_5,8,23.429167,,,
-0.0,2020-07-11,222_HYDRO_6,8,23.429167,,,
-0.0,2020-07-11,303_WIND_1,8,5.491667,,,
-0.0,2020-07-11,308_RTPV_1,8,13.625,,,
0.0,2020-07-11,309_WIND_1,8,0.983333,,,
0.0,2020-07-11,310_PV_1,8,21.075,,,
0.0,2020-07-11,310_PV_2,8,19.675,,,
0.0,2020-07-11,312_PV_1,8,25.675,,,
0.0,2020-07-11,313_PV_1,8,30.8,,,
-0.0,2020-07-11,313_PV_2,8,26.266667,,,
-0.0,2020-07-11,313_RTPV_1,8,14.266667,,,
-0.0,2020-07-11,313_RTPV_10,8,9.375,,,
-0.0,2020-07-11,313_RTPV_11,8,8.8,,,
0.0,2020-07-11,313_RTPV_12,8,3.925,,,
-0.0,2020-07-11,313_RTPV_13,8,3.941667,,,
-0.0,2020-07-11,313_RTPV_2,8,9.116667,,,
-0.0,2020-07-11,313_RTPV_3,8,8.616667,,,
-0.0,2020-07-11,313_RTPV_4,8,8.766667,,,
-0.0,2020-07-11,313_RTPV_5,8,8.666667,,,
0.0,2020-07-11,313_RTPV_6,8,9.025,,,
-0.0,2020-07-11,313_RTPV_7,8,8.741667,,,
-0.0,2020-07-11,313_RTPV_8,8,9.691667,,,
0.0,2020-07-11,313_RTPV_9,8,9.325,,,
0.0,2020-07-11,314_PV_1,8,24.333333,,,
0.0,2020-07-11,314_PV_2,8,21.783333,,,
0.0,2020-07-11,314_PV_3,8,27.35,,,
-0.0,2020-07-11,314_PV_4,8,23.766667,,,
0.0,2020-07-11,317_WIND_1,8,4.95,,,
-0.0,2020-07-11,319_PV_1,8,98.691667,,,
0.0,2020-07-11,320_PV_1,8,22.908333,,,
-0.0,2020-07-11,320_RTPV_1,8,3.95,,,
-0.0,2020-07-11,320_RTPV_2,8,3.866667,,,
0.0,2020-07-11,320_RTPV_3,8,3.95,,,
